week,country,district,pathogen,cases,amr_abundance
2023-03-12,Tanzania,Dar es Salaam,Shigella,22,16.56
2023-03-12,Tanzania,Dar es Salaam,Rotavirus,15,6.9
2023-03-19,Tanzania,Dar es Salaam,Cholera,20,7.3
2023-03-19,Tanzania,Dar es Salaam,E. coli,23,10.35
2023-03-19,Tanzania,Dar es Salaam,Salmonella,17,0.28
2023-03-19,Tanzania,Dar es Salaam,Shigella,15,9.12
2023-03-19,Tanzania,Dar es Salaam,Rotavirus,13,0.0
2023-03-26,Tanzania,Dar es Salaam,Cholera,17,11.97
2023-03-26,Tanzania,Dar es Salaam,E. coli,23,10.3
2023-03-26,Tanzania,Dar es Salaam,Salmonella,23,0.0
2023-03-26,Tanzania,Dar es Salaam,Shigella,19,7.0
2023-03-26,Tanzania,Dar es Salaam,Rotavirus,30,3.71
2023-04-02,Tanzania,Dar es Salaam,Cholera,20,4.03
2023-04-02,Tanzania,Dar es Salaam,E. coli,18,3.98
2023-04-02,Tanzania,Dar es Salaam,Salmonella,26,7.55
2023-04-02,Tanzania,Dar es Salaam,Shigella,25,1.5
2023-04-02,Tanzania,Dar es Salaam,Rotavirus,25,3.04
2023-04-09,Tanzania,Dar es Salaam,Cholera,29,13.02
2023-04-09,Tanzania,Dar es Salaam,E. coli,24,0.0
2023-04-09,Tanzania,Dar es Salaam,Salmonella,23,7.34
2023-04-09,Tanzania,Dar es Salaam,Shigella,18,4.25
2023-04-09,Tanzania,Dar es Salaam,Rotavirus,20,10.3
2023-04-16,Tanzania,Dar es Salaam,Cholera,17,12.43
2023-04-16,Tanzania,Dar es Salaam,E. coli,18,5.31
2023-04-16,Tanzania,Dar es Salaam,Salmonella,22,16.93
2023-04-16,Tanzania,Dar es Salaam,Shigella,24,11.16
2023-04-16,Tanzania,Dar es Salaam,Rotavirus,14,0.0
2023-04-23,Tanzania,Dar es Salaam,Cholera,13,9.36
2023-04-23,Tanzania,Dar es Salaam,E. coli,21,6.27
2023-04-23,Tanzania,Dar es Salaam,Salmonella,19,0.0
2023-04-23,Tanzania,Dar es Salaam,Shigella,11,5.08
2023-04-23,Tanzania,Dar es Salaam,Rotavirus,20,0.0
2023-04-30,Tanzania,Dar es Salaam,Cholera,17,7.97
2023-04-30,Tanzania,Dar es Salaam,E. coli,24,3.02
2023-04-30,Tanzania,Dar es Salaam,Salmonella,14,10.13
2023-04-30,Tanzania,Dar es Salaam,Shigella,20,0.0
2023-04-30,Tanzania,Dar es Salaam,Rotavirus,21,0.0
2023-05-07,Tanzania,Dar es Salaam,Cholera,13,1.19
2023-05-07,Tanzania,Dar es Salaam,E. coli,20,9.26
2023-05-07,Tanzania,Dar es Salaam,Salmonella,15,6.97
2023-05-07,Tanzania,Dar es Salaam,Shigella,13,1.12
2023-05-07,Tanzania,Dar es Salaam,Rotavirus,19,9.78
2023-05-14,Tanzania,Dar es Salaam,Cholera,16,7.39
2023-05-14,Tanzania,Dar es Salaam,E. coli,16,8.05
2023-05-14,Tanzania,Dar es Salaam,Salmonella,14,3.98
2023-05-14,Tanzania,Dar es Salaam,Shigella,6,6.93
2023-05-14,Tanzania,Dar es Salaam,Rotavirus,16,9.57
2023-05-21,Tanzania,Dar es Salaam,Cholera,22,10.78
2023-05-21,Tanzania,Dar es Salaam,E. coli,10,14.37
2023-05-21,Tanzania,Dar es Salaam,Salmonella,17,4.54
2023-05-21,Tanzania,Dar es Salaam,Shigella,12,2.83
2023-05-21,Tanzania,Dar es Salaam,Rotavirus,14,0.0
2023-05-28,Tanzania,Dar es Salaam,Cholera,14,0.0
2023-05-28,Tanzania,Dar es Salaam,E. coli,18,7.84
2023-05-28,Tanzania,Dar es Salaam,Salmonella,21,7.44
2023-05-28,Tanzania,Dar es Salaam,Shigella,20,6.36
2023-05-28,Tanzania,Dar es Salaam,Rotavirus,16,4.29
2023-06-04,Tanzania,Dar es Salaam,Cholera,11,4.06
2023-06-04,Tanzania,Dar es Salaam,E. coli,10,0.0
2023-06-04,Tanzania,Dar es Salaam,Salmonella,8,2.19
2023-06-04,Tanzania,Dar es Salaam,Shigella,12,0.0
2023-06-04,Tanzania,Dar es Salaam,Rotavirus,10,0.0
2023-06-11,Tanzania,Dar es Salaam,Cholera,8,5.71
2023-06-11,Tanzania,Dar es Salaam,E. coli,9,5.86
2023-06-11,Tanzania,Dar es Salaam,Salmonella,11,1.12
2023-06-11,Tanzania,Dar es Salaam,Shigella,10,4.73
2023-06-11,Tanzania,Dar es Salaam,Rotavirus,9,5.65
2023-06-18,Tanzania,Dar es Salaam,Cholera,7,9.54
2023-06-18,Tanzania,Dar es Salaam,E. coli,7,2.32
2023-06-18,Tanzania,Dar es Salaam,Salmonella,14,0.0
2023-06-18,Tanzania,Dar es Salaam,Shigella,9,0.0
2023-06-18,Tanzania,Dar es Salaam,Rotavirus,8,2.56
2023-06-25,Tanzania,Dar es Salaam,Cholera,45,9.47
2023-06-25,Tanzania,Dar es Salaam,E. coli,8,5.77
2023-06-25,Tanzania,Dar es Salaam,Salmonella,6,4.72
2023-06-25,Tanzania,Dar es Salaam,Shigella,5,0.0
2023-06-25,Tanzania,Dar es Salaam,Rotavirus,4,4.97
2023-07-02,Tanzania,Dar es Salaam,Cholera,4,0.0
2023-07-02,Tanzania,Dar es Salaam,E. coli,4,0.0
2023-07-02,Tanzania,Dar es Salaam,Salmonella,3,7.05
2023-07-02,Tanzania,Dar es Salaam,Shigella,33,0.6
2023-07-02,Tanzania,Dar es Salaam,Rotavirus,4,0.0
2023-07-09,Tanzania,Dar es Salaam,Cholera,3,3.25
2023-07-09,Tanzania,Dar es Salaam,E. coli,4,1.46
2023-07-09,Tanzania,Dar es Salaam,Salmonella,1,0.0
2023-07-09,Tanzania,Dar es Salaam,Shigella,4,0.0
2023-07-09,Tanzania,Dar es Salaam,Rotavirus,5,2.41
2023-07-16,Tanzania,Dar es Salaam,Cholera,1,0.0
2023-07-16,Tanzania,Dar es Salaam,E. coli,1,0.0
2023-07-16,Tanzania,Dar es Salaam,Salmonella,0,2.19
2023-07-16,Tanzania,Dar es Salaam,Shigella,0,0.0
2023-07-16,Tanzania,Dar es Salaam,Rotavirus,28,8.12
2023-07-23,Tanzania,Dar es Salaam,Cholera,0,3.68
2023-07-23,Tanzania,Dar es Salaam,E. coli,0,6.23
2023-07-23,Tanzania,Dar es Salaam,Salmonella,0,3.2
2023-07-23,Tanzania,Dar es Salaam,Shigella,0,4.6
2023-07-23,Tanzania,Dar es Salaam,Rotavirus,0,7.02
2023-07-30,Tanzania,Dar es Salaam,Cholera,0,4.39
2023-07-30,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-07-30,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-07-30,Tanzania,Dar es Salaam,Shigella,0,1.26
2023-07-30,Tanzania,Dar es Salaam,Rotavirus,0,1.63
2023-08-06,Tanzania,Dar es Salaam,Cholera,0,0.95
2023-08-06,Tanzania,Dar es Salaam,E. coli,0,4.39
2023-08-06,Tanzania,Dar es Salaam,Salmonella,0,3.2
2023-08-06,Tanzania,Dar es Salaam,Shigella,0,5.92
2023-08-06,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-08-13,Tanzania,Dar es Salaam,Cholera,0,8.55
2023-08-13,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-08-13,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-08-13,Tanzania,Dar es Salaam,Shigella,0,0.0
2023-08-13,Tanzania,Dar es Salaam,Rotavirus,0,3.03
2023-08-20,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-08-20,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-08-20,Tanzania,Dar es Salaam,Salmonella,0,1.89
2023-08-20,Tanzania,Dar es Salaam,Shigella,0,0.0
2023-08-20,Tanzania,Dar es Salaam,Rotavirus,0,0.62
2023-08-27,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-08-27,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-08-27,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-08-27,Tanzania,Dar es Salaam,Shigella,0,4.84
2023-08-27,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-09-03,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-09-03,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-09-03,Tanzania,Dar es Salaam,Salmonella,49,14.49
2023-09-03,Tanzania,Dar es Salaam,Shigella,0,4.18
2023-09-03,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-09-10,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-09-10,Tanzania,Dar es Salaam,E. coli,0,0.75
2023-09-10,Tanzania,Dar es Salaam,Salmonella,0,5.85
2023-09-10,Tanzania,Dar es Salaam,Shigella,0,0.0
2023-09-10,Tanzania,Dar es Salaam,Rotavirus,0,0.99
2023-09-17,Tanzania,Dar es Salaam,Cholera,0,13.44
2023-09-17,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-09-17,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-09-17,Tanzania,Dar es Salaam,Shigella,0,2.34
2023-09-17,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-09-24,Tanzania,Dar es Salaam,Cholera,0,9.31
2023-09-24,Tanzania,Dar es Salaam,E. coli,0,1.38
2023-09-24,Tanzania,Dar es Salaam,Salmonella,0,6.36
2023-09-24,Tanzania,Dar es Salaam,Shigella,0,0.58
2023-09-24,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-10-01,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-10-01,Tanzania,Dar es Salaam,E. coli,37,7.93
2023-10-01,Tanzania,Dar es Salaam,Salmonella,0,1.83
2023-10-01,Tanzania,Dar es Salaam,Shigella,0,3.46
2023-10-01,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-10-08,Tanzania,Dar es Salaam,Cholera,0,4.21
2023-10-08,Tanzania,Dar es Salaam,E. coli,0,10.34
2023-10-08,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-10-08,Tanzania,Dar es Salaam,Shigella,0,7.05
2023-10-08,Tanzania,Dar es Salaam,Rotavirus,0,0.9
2023-10-15,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-10-15,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-10-15,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-10-15,Tanzania,Dar es Salaam,Shigella,0,0.89
2023-10-15,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-10-22,Tanzania,Dar es Salaam,Cholera,0,1.58
2023-10-22,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-10-22,Tanzania,Dar es Salaam,Salmonella,0,4.89
2023-10-22,Tanzania,Dar es Salaam,Shigella,0,2.04
2023-10-22,Tanzania,Dar es Salaam,Rotavirus,0,1.61
2023-10-29,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-10-29,Tanzania,Dar es Salaam,E. coli,0,0.79
2023-10-29,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-10-29,Tanzania,Dar es Salaam,Shigella,0,0.0
2023-10-29,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-11-05,Tanzania,Dar es Salaam,Cholera,0,4.92
2023-11-05,Tanzania,Dar es Salaam,E. coli,0,0.53
2023-11-05,Tanzania,Dar es Salaam,Salmonella,0,3.23
2023-11-05,Tanzania,Dar es Salaam,Shigella,0,0.54
2023-11-05,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-11-12,Tanzania,Dar es Salaam,Cholera,38,3.1
2023-11-12,Tanzania,Dar es Salaam,E. coli,0,3.49
2023-11-12,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-11-12,Tanzania,Dar es Salaam,Shigella,0,6.08
2023-11-12,Tanzania,Dar es Salaam,Rotavirus,0,0.78
2023-11-19,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-11-19,Tanzania,Dar es Salaam,E. coli,0,0.0
2023-11-19,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-11-19,Tanzania,Dar es Salaam,Shigella,0,5.11
2023-11-19,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-11-26,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-11-26,Tanzania,Dar es Salaam,E. coli,0,7.66
2023-11-26,Tanzania,Dar es Salaam,Salmonella,0,2.1
2023-11-26,Tanzania,Dar es Salaam,Shigella,0,9.24
2023-11-26,Tanzania,Dar es Salaam,Rotavirus,39,10.5
2023-12-03,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-12-03,Tanzania,Dar es Salaam,E. coli,0,5.9
2023-12-03,Tanzania,Dar es Salaam,Salmonella,0,3.34
2023-12-03,Tanzania,Dar es Salaam,Shigella,0,10.37
2023-12-03,Tanzania,Dar es Salaam,Rotavirus,0,0.0
2023-12-10,Tanzania,Dar es Salaam,Cholera,0,0.0
2023-12-10,Tanzania,Dar es Salaam,E. coli,0,4.38
2023-12-10,Tanzania,Dar es Salaam,Salmonella,0,0.0
2023-12-10,Tanzania,Dar es Salaam,Shigella,0,0.98
2023-12-10,Tanzania,Dar es Salaam,Rotavirus,0,5.37
2023-12-17,Tanzania,Dar es Salaam,Cholera,3,0.0
2023-12-17,Tanzania,Dar es Salaam,E. coli,1,0.0
2023-12-17,Tanzania,Dar es Salaam,Salmonella,0,5.17
2023-12-17,Tanzania,Dar es Salaam,Shigella,0,0.0
2023-12-17,Tanzania,Dar es Salaam,Rotavirus,3,1.09
2023-12-24,Tanzania,Dar es Salaam,Cholera,3,3.68
2023-12-24,Tanzania,Dar es Salaam,E. coli,3,12.52
2023-12-24,Tanzania,Dar es Salaam,Salmonella,5,11.74
2023-12-24,Tanzania,Dar es Salaam,Shigella,3,1.21
2023-12-24,Tanzania,Dar es Salaam,Rotavirus,4,0.0
2023-01-01,Tanzania,Arusha,Cholera,7,5.79
2023-01-01,Tanzania,Arusha,E. coli,5,0.0
2023-01-01,Tanzania,Arusha,Salmonella,3,2.78
2023-01-01,Tanzania,Arusha,Shigella,7,5.41
2023-01-01,Tanzania,Arusha,Rotavirus,53,11.84
2023-01-08,Tanzania,Arusha,Cholera,13,7.03
2023-01-08,Tanzania,Arusha,E. coli,4,4.13
2023-01-08,Tanzania,Arusha,Salmonella,5,12.41
2023-01-08,Tanzania,Arusha,Shigella,7,0.0
2023-01-08,Tanzania,Arusha,Rotavirus,5,0.0
2023-01-15,Tanzania,Arusha,Cholera,10,3.1
2023-01-15,Tanzania,Arusha,E. coli,8,0.0
2023-01-15,Tanzania,Arusha,Salmonella,6,8.68
2023-01-15,Tanzania,Arusha,Shigella,8,7.99
2023-01-15,Tanzania,Arusha,Rotavirus,11,3.01
2023-01-22,Tanzania,Arusha,Cholera,8,0.0
2023-01-22,Tanzania,Arusha,E. coli,8,0.19
2023-01-22,Tanzania,Arusha,Salmonella,8,0.0
2023-01-22,Tanzania,Arusha,Shigella,14,11.43
2023-01-22,Tanzania,Arusha,Rotavirus,13,5.07
2023-01-29,Tanzania,Arusha,Cholera,17,8.89
2023-01-29,Tanzania,Arusha,E. coli,8,4.04
2023-01-29,Tanzania,Arusha,Salmonella,9,0.0
2023-01-29,Tanzania,Arusha,Shigella,33,4.68
2023-01-29,Tanzania,Arusha,Rotavirus,13,7.56
2023-02-05,Tanzania,Arusha,Cholera,24,10.09
2023-02-05,Tanzania,Arusha,E. coli,13,0.0
2023-02-05,Tanzania,Arusha,Salmonella,17,0.0
2023-02-05,Tanzania,Arusha,Shigella,13,5.18
2023-02-05,Tanzania,Arusha,Rotavirus,9,0.0
2023-02-12,Tanzania,Arusha,Cholera,20,6.49
2023-02-12,Tanzania,Arusha,E. coli,20,7.52
2023-02-12,Tanzania,Arusha,Salmonella,12,0.0
2023-02-12,Tanzania,Arusha,Shigella,15,0.0
2023-02-12,Tanzania,Arusha,Rotavirus,52,5.36
2023-02-19,Tanzania,Arusha,Cholera,17,4.24
2023-02-19,Tanzania,Arusha,E. coli,24,11.92
2023-02-19,Tanzania,Arusha,Salmonella,14,9.87
2023-02-19,Tanzania,Arusha,Shigella,24,9.68
2023-02-19,Tanzania,Arusha,Rotavirus,16,5.05
2023-02-26,Tanzania,Arusha,Cholera,11,0.0
2023-02-26,Tanzania,Arusha,E. coli,20,10.11
2023-02-26,Tanzania,Arusha,Salmonella,17,0.0
2023-02-26,Tanzania,Arusha,Shigella,20,5.83
2023-02-26,Tanzania,Arusha,Rotavirus,17,4.25
2023-03-05,Tanzania,Arusha,Cholera,15,6.51
2023-03-05,Tanzania,Arusha,E. coli,64,11.06
2023-03-05,Tanzania,Arusha,Salmonella,16,11.53
2023-03-05,Tanzania,Arusha,Shigella,18,0.63
2023-03-05,Tanzania,Arusha,Rotavirus,17,12.62
2023-03-12,Tanzania,Arusha,Cholera,26,9.59
2023-03-12,Tanzania,Arusha,E. coli,17,0.0
2023-03-12,Tanzania,Arusha,Salmonella,17,1.13
2023-03-12,Tanzania,Arusha,Shigella,12,6.98
2023-03-12,Tanzania,Arusha,Rotavirus,9,6.2
2023-03-19,Tanzania,Arusha,Cholera,24,5.79
2023-03-19,Tanzania,Arusha,E. coli,21,8.12
2023-03-19,Tanzania,Arusha,Salmonella,18,5.48
2023-03-19,Tanzania,Arusha,Shigella,18,6.42
2023-03-19,Tanzania,Arusha,Rotavirus,14,8.11
2023-03-26,Tanzania,Arusha,Cholera,40,10.6
2023-03-26,Tanzania,Arusha,E. coli,29,2.73
2023-03-26,Tanzania,Arusha,Salmonella,58,7.81
2023-03-26,Tanzania,Arusha,Shigella,20,4.44
2023-03-26,Tanzania,Arusha,Rotavirus,23,11.89
2023-04-02,Tanzania,Arusha,Cholera,14,3.45
2023-04-02,Tanzania,Arusha,E. coli,16,0.0
2023-04-02,Tanzania,Arusha,Salmonella,18,0.0
2023-04-02,Tanzania,Arusha,Shigella,24,12.23
2023-04-02,Tanzania,Arusha,Rotavirus,16,0.0
2023-04-09,Tanzania,Arusha,Cholera,24,7.49
2023-04-09,Tanzania,Arusha,E. coli,19,0.0
2023-04-09,Tanzania,Arusha,Salmonella,43,6.44
2023-04-09,Tanzania,Arusha,Shigella,17,5.36
2023-04-09,Tanzania,Arusha,Rotavirus,23,3.26
2023-04-16,Tanzania,Arusha,Cholera,37,14.01
2023-04-16,Tanzania,Arusha,E. coli,15,3.1
2023-04-16,Tanzania,Arusha,Salmonella,18,3.33
2023-04-16,Tanzania,Arusha,Shigella,34,6.05
2023-04-16,Tanzania,Arusha,Rotavirus,27,0.0
2023-04-23,Tanzania,Arusha,Cholera,18,10.28
2023-04-23,Tanzania,Arusha,E. coli,17,14.11
2023-04-23,Tanzania,Arusha,Salmonella,10,6.23
2023-04-23,Tanzania,Arusha,Shigella,21,0.0
2023-04-23,Tanzania,Arusha,Rotavirus,17,2.68
2023-04-30,Tanzania,Arusha,Cholera,12,0.23
2023-04-30,Tanzania,Arusha,E. coli,17,2.37
2023-04-30,Tanzania,Arusha,Salmonella,15,8.76
2023-04-30,Tanzania,Arusha,Shigella,17,7.84
2023-04-30,Tanzania,Arusha,Rotavirus,13,0.0
2023-05-07,Tanzania,Arusha,Cholera,14,5.84
2023-05-07,Tanzania,Arusha,E. coli,19,0.79
2023-05-07,Tanzania,Arusha,Salmonella,14,0.0
2023-05-07,Tanzania,Arusha,Shigella,18,4.8
2023-05-07,Tanzania,Arusha,Rotavirus,13,7.02
2023-05-14,Tanzania,Arusha,Cholera,15,8.5
2023-05-14,Tanzania,Arusha,E. coli,20,11.52
2023-05-14,Tanzania,Arusha,Salmonella,21,4.72
2023-05-14,Tanzania,Arusha,Shigella,25,0.0
2023-05-14,Tanzania,Arusha,Rotavirus,13,9.66
2023-05-21,Tanzania,Arusha,Cholera,13,1.08
2023-05-21,Tanzania,Arusha,E. coli,14,0.0
2023-05-21,Tanzania,Arusha,Salmonella,16,0.0
2023-05-21,Tanzania,Arusha,Shigella,11,12.39
2023-05-21,Tanzania,Arusha,Rotavirus,21,0.0
2023-05-28,Tanzania,Arusha,Cholera,20,4.05
2023-05-28,Tanzania,Arusha,E. coli,16,8.86
2023-05-28,Tanzania,Arusha,Salmonella,13,2.94
2023-05-28,Tanzania,Arusha,Shigella,15,2.36
2023-05-28,Tanzania,Arusha,Rotavirus,8,0.0
2023-06-04,Tanzania,Arusha,Cholera,12,0.39
2023-06-04,Tanzania,Arusha,E. coli,9,6.67
2023-06-04,Tanzania,Arusha,Salmonella,5,3.86
2023-06-04,Tanzania,Arusha,Shigella,15,14.5
2023-06-04,Tanzania,Arusha,Rotavirus,12,0.0
2023-06-11,Tanzania,Arusha,Cholera,9,4.85
2023-06-11,Tanzania,Arusha,E. coli,50,17.26
2023-06-11,Tanzania,Arusha,Salmonella,9,0.0
2023-06-11,Tanzania,Arusha,Shigella,11,0.0
2023-06-11,Tanzania,Arusha,Rotavirus,9,7.9
2023-06-18,Tanzania,Arusha,Cholera,10,0.0
2023-06-18,Tanzania,Arusha,E. coli,11,0.0
2023-06-18,Tanzania,Arusha,Salmonella,10,1.67
2023-06-18,Tanzania,Arusha,Shigella,46,11.44
2023-06-18,Tanzania,Arusha,Rotavirus,8,2.57
2023-06-25,Tanzania,Arusha,Cholera,1,0.0
2023-06-25,Tanzania,Arusha,E. coli,12,2.37
2023-06-25,Tanzania,Arusha,Salmonella,13,0.0
2023-06-25,Tanzania,Arusha,Shigella,5,2.8
2023-06-25,Tanzania,Arusha,Rotavirus,7,5.16
2023-07-02,Tanzania,Arusha,Cholera,6,10.03
2023-07-02,Tanzania,Arusha,E. coli,3,4.25
2023-07-02,Tanzania,Arusha,Salmonella,2,5.34
2023-07-02,Tanzania,Arusha,Shigella,8,7.17
2023-07-02,Tanzania,Arusha,Rotavirus,3,0.0
2023-07-09,Tanzania,Arusha,Cholera,3,0.0
2023-07-09,Tanzania,Arusha,E. coli,3,0.0
2023-07-09,Tanzania,Arusha,Salmonella,5,0.0
2023-07-09,Tanzania,Arusha,Shigella,9,0.37
2023-07-09,Tanzania,Arusha,Rotavirus,2,8.34
2023-07-16,Tanzania,Arusha,Cholera,1,0.0
2023-07-16,Tanzania,Arusha,E. coli,2,0.0
2023-07-16,Tanzania,Arusha,Salmonella,1,6.41
2023-07-16,Tanzania,Arusha,Shigella,1,0.32
2023-07-16,Tanzania,Arusha,Rotavirus,1,0.0
2023-07-23,Tanzania,Arusha,Cholera,0,2.51
2023-07-23,Tanzania,Arusha,E. coli,0,9.09
2023-07-23,Tanzania,Arusha,Salmonella,0,0.49
2023-07-23,Tanzania,Arusha,Shigella,0,6.17
2023-07-23,Tanzania,Arusha,Rotavirus,0,5.04
2023-07-30,Tanzania,Arusha,Cholera,0,0.0
2023-07-30,Tanzania,Arusha,E. coli,0,0.0
2023-07-30,Tanzania,Arusha,Salmonella,0,0.0
2023-07-30,Tanzania,Arusha,Shigella,0,0.0
2023-07-30,Tanzania,Arusha,Rotavirus,0,4.15
2023-08-06,Tanzania,Arusha,Cholera,0,1.41
2023-08-06,Tanzania,Arusha,E. coli,0,0.0
2023-08-06,Tanzania,Arusha,Salmonella,0,2.61
2023-08-06,Tanzania,Arusha,Shigella,0,0.0
2023-08-06,Tanzania,Arusha,Rotavirus,32,0.65
2023-08-13,Tanzania,Arusha,Cholera,0,0.0
2023-08-13,Tanzania,Arusha,E. coli,0,0.0
2023-08-13,Tanzania,Arusha,Salmonella,0,0.0
2023-08-13,Tanzania,Arusha,Shigella,0,4.32
2023-08-13,Tanzania,Arusha,Rotavirus,0,3.14
2023-08-20,Tanzania,Arusha,Cholera,0,0.0
2023-08-20,Tanzania,Arusha,E. coli,0,1.12
2023-08-20,Tanzania,Arusha,Salmonella,0,0.0
2023-08-20,Tanzania,Arusha,Shigella,0,0.0
2023-08-20,Tanzania,Arusha,Rotavirus,0,5.69
2023-08-27,Tanzania,Arusha,Cholera,0,5.5
2023-08-27,Tanzania,Arusha,E. coli,0,7.9
2023-08-27,Tanzania,Arusha,Salmonella,0,4.31
2023-08-27,Tanzania,Arusha,Shigella,0,1.55
2023-08-27,Tanzania,Arusha,Rotavirus,0,4.03
2023-09-03,Tanzania,Arusha,Cholera,0,0.0
2023-09-03,Tanzania,Arusha,E. coli,0,3.62
2023-09-03,Tanzania,Arusha,Salmonella,0,4.49
2023-09-03,Tanzania,Arusha,Shigella,0,0.0
2023-09-03,Tanzania,Arusha,Rotavirus,0,0.24
2023-09-10,Tanzania,Arusha,Cholera,0,0.0
2023-09-10,Tanzania,Arusha,E. coli,0,0.0
2023-09-10,Tanzania,Arusha,Salmonella,0,0.82
2023-09-10,Tanzania,Arusha,Shigella,0,1.33
2023-09-10,Tanzania,Arusha,Rotavirus,0,0.0
2023-09-17,Tanzania,Arusha,Cholera,0,0.0
2023-09-17,Tanzania,Arusha,E. coli,0,3.14
2023-09-17,Tanzania,Arusha,Salmonella,0,1.79
2023-09-17,Tanzania,Arusha,Shigella,0,0.0
2023-09-17,Tanzania,Arusha,Rotavirus,0,0.0
2023-09-24,Tanzania,Arusha,Cholera,0,8.73
2023-09-24,Tanzania,Arusha,E. coli,0,0.0
2023-09-24,Tanzania,Arusha,Salmonella,0,0.0
2023-09-24,Tanzania,Arusha,Shigella,0,0.0
2023-09-24,Tanzania,Arusha,Rotavirus,0,10.98
2023-10-01,Tanzania,Arusha,Cholera,0,0.0
2023-10-01,Tanzania,Arusha,E. coli,0,0.0
2023-10-01,Tanzania,Arusha,Salmonella,0,2.7
2023-10-01,Tanzania,Arusha,Shigella,0,2.36
2023-10-01,Tanzania,Arusha,Rotavirus,0,0.0
2023-10-08,Tanzania,Arusha,Cholera,0,6.88
2023-10-08,Tanzania,Arusha,E. coli,0,3.81
2023-10-08,Tanzania,Arusha,Salmonella,0,0.0
2023-10-08,Tanzania,Arusha,Shigella,0,0.0
2023-10-08,Tanzania,Arusha,Rotavirus,0,0.74
2023-10-15,Tanzania,Arusha,Cholera,0,4.07
2023-10-15,Tanzania,Arusha,E. coli,0,8.88
2023-10-15,Tanzania,Arusha,Salmonella,0,1.54
2023-10-15,Tanzania,Arusha,Shigella,0,0.0
2023-10-15,Tanzania,Arusha,Rotavirus,0,6.36
2023-10-22,Tanzania,Arusha,Cholera,0,5.56
2023-10-22,Tanzania,Arusha,E. coli,36,10.96
2023-10-22,Tanzania,Arusha,Salmonella,0,0.0
2023-10-22,Tanzania,Arusha,Shigella,0,1.26
2023-10-22,Tanzania,Arusha,Rotavirus,0,0.0
2023-10-29,Tanzania,Arusha,Cholera,0,0.69
2023-10-29,Tanzania,Arusha,E. coli,0,0.0
2023-10-29,Tanzania,Arusha,Salmonella,0,0.17
2023-10-29,Tanzania,Arusha,Shigella,0,0.0
2023-10-29,Tanzania,Arusha,Rotavirus,0,5.12
2023-11-05,Tanzania,Arusha,Cholera,0,0.0
2023-11-05,Tanzania,Arusha,E. coli,0,0.0
2023-11-05,Tanzania,Arusha,Salmonella,0,0.0
2023-11-05,Tanzania,Arusha,Shigella,0,5.04
2023-11-05,Tanzania,Arusha,Rotavirus,0,0.0
2023-11-12,Tanzania,Arusha,Cholera,0,2.33
2023-11-12,Tanzania,Arusha,E. coli,0,0.0
2023-11-12,Tanzania,Arusha,Salmonella,0,0.0
2023-11-12,Tanzania,Arusha,Shigella,0,0.0
2023-11-12,Tanzania,Arusha,Rotavirus,0,0.0
2023-11-19,Tanzania,Arusha,Cholera,0,0.0
2023-11-19,Tanzania,Arusha,E. coli,0,3.44
2023-11-19,Tanzania,Arusha,Salmonella,0,0.16
2023-11-19,Tanzania,Arusha,Shigella,0,1.34
2023-11-19,Tanzania,Arusha,Rotavirus,0,0.0
2023-11-26,Tanzania,Arusha,Cholera,0,0.0
2023-11-26,Tanzania,Arusha,E. coli,0,0.0
